model,target_column,feature_columns,mse,r2,r,mae,rmse,start_date_train,end_date_train,start_date_test,end_date_test,epochs,batch_size,learning_rate,sequence_length,rnn_layers,hidden_size,dropout,forget_bias,gradient_norm_threshold,decay_rate,initializer,normalization,compute_time,optimizer,delta_zero,delta_max,delta_min,eta_plus,eta_minus,dense_units
basic_lstm_cell,sp500_close,sp500_close,231.3772,0.9465,0.9729,10.4845,15.2111,2008-07-01,2010-09-30,2010-10-01,2011-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.17308307,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,232.1073,0.9463,0.9728,10.4417,15.2351,2008-07-01,2010-09-30,2010-10-01,2011-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.1400888,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,456.4150,0.8944,0.9457,18.4560,21.3639,2008-07-01,2010-09-30,2010-10-01,2011-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.02248788,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,229.8935,0.9468,0.9731,10.5678,15.1622,2008-07-01,2010-09-30,2010-10-01,2011-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.22854996,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,242.0682,0.9440,0.9716,10.6069,15.5585,2008-07-01,2010-09-30,2010-10-01,2011-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.31886411,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,198.7233,0.9645,0.9821,10.2955,14.0969,2009-07-01,2011-09-30,2011-10-01,2012-09-30,130,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,28.92712092,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,198.3003,0.9646,0.9821,10.2783,14.0819,2009-07-01,2011-09-30,2011-10-01,2012-09-30,130,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,24.93685699,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,198.1321,0.9646,0.9821,10.2506,14.0759,2009-07-01,2011-09-30,2011-10-01,2012-09-30,130,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,28.98728895,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,217.5087,0.9612,0.9804,11.2115,14.7482,2009-07-01,2011-09-30,2011-10-01,2012-09-30,130,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,28.90279198,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,203.6246,0.9636,0.9816,10.5777,14.2697,2009-07-01,2011-09-30,2011-10-01,2012-09-30,130,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,29.100842,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,207.6906,0.9800,0.9900,11.7549,14.4115,2010-07-01,2012-09-30,2012-10-01,2013-09-30,120,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,31.52159095,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,254.1145,0.9756,0.9877,13.2780,15.9410,2010-07-01,2012-09-30,2012-10-01,2013-09-30,120,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,31.93131399,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,256.8142,0.9753,0.9876,13.2310,16.0254,2010-07-01,2012-09-30,2012-10-01,2013-09-30,120,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,32.46341109,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,138.4812,0.9867,0.9933,8.8645,11.7678,2010-07-01,2012-09-30,2012-10-01,2013-09-30,120,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,26.456393,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,210.5299,0.9798,0.9898,11.8824,14.5096,2010-07-01,2012-09-30,2012-10-01,2013-09-30,120,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,28.55070996,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,807.5555,0.8895,0.9431,25.6582,28.4175,2011-07-01,2013-09-30,2013-10-01,2014-09-30,120,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,26.71823883,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,187.0944,0.9744,0.9871,11.1450,13.6782,2011-07-01,2013-09-30,2013-10-01,2014-09-30,120,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,21.00131702,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,574.9218,0.9213,0.9599,21.3712,23.9775,2011-07-01,2013-09-30,2013-10-01,2014-09-30,120,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,27.62790799,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,578.3903,0.9209,0.9596,21.0574,24.0497,2011-07-01,2013-09-30,2013-10-01,2014-09-30,120,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,27.24839902,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,648.4968,0.9113,0.9546,22.4023,25.4656,2011-07-01,2013-09-30,2013-10-01,2014-09-30,120,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,25.48297095,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,396.0558,0.9054,0.9516,14.3157,19.9012,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,19.20075107,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,664.3437,0.8414,0.9173,21.7013,25.7749,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,19.41789699,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,682.7158,0.8370,0.9149,22.1670,26.1288,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,19.15615702,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,401.4094,0.9042,0.9509,14.6177,20.0352,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,19.36950588,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,881.5236,0.7895,0.8886,25.8563,29.6905,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,19.29012108,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,378.6864,0.9476,0.9734,15.3515,19.4599,2013-07-01,2015-09-30,2015-10-01,2016-09-30,110,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,24.170681,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,361.8962,0.9499,0.9746,14.7369,19.0236,2013-07-01,2015-09-30,2015-10-01,2016-09-30,110,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,26.29663491,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,360.4144,0.9501,0.9747,14.7160,18.9846,2013-07-01,2015-09-30,2015-10-01,2016-09-30,110,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.82243609,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,462.1178,0.9360,0.9675,17.7886,21.4969,2013-07-01,2015-09-30,2015-10-01,2016-09-30,110,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,25.89706111,adam,,,,,,
basic_lstm_cell,sp500_close,sp500_close,343.2897,0.9525,0.9759,13.9784,18.5281,2013-07-01,2015-09-30,2015-10-01,2016-09-30,110,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,26.15322399,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,104991.5470,0.9568,0.9782,253.6030,324.0240,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,16.91308784,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,96370.4378,0.9604,0.9800,237.8191,310.4359,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,16.90362692,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,92806.3495,0.9618,0.9807,231.5688,304.6413,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,17.05606198,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,97089.4023,0.9601,0.9798,241.4842,311.5917,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,16.80326414,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,116897.2626,0.9519,0.9757,262.0295,341.9024,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,16.86725903,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,75186.5020,0.9330,0.9659,204.7730,274.2016,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.58376503,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,77484.7379,0.9309,0.9648,209.4553,278.3608,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.73066187,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,75831.8263,0.9324,0.9656,206.5261,275.3758,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.71454811,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,78732.5552,0.9298,0.9643,212.0885,280.5932,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.58964801,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,74374.9504,0.9337,0.9663,203.5808,272.7177,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.38067508,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,48105.4929,0.9343,0.9666,158.2148,219.3296,2010-07-01,2012-09-30,2012-10-01,2013-09-30,110,1,0.001,50,1,64,0,1,1,0.95,none,scaled_back,25.00627398,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,47918.3293,0.9345,0.9667,156.8082,218.9026,2010-07-01,2012-09-30,2012-10-01,2013-09-30,110,1,0.001,50,1,64,0,1,1,0.95,none,scaled_back,28.44106913,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,48201.5427,0.9341,0.9665,157.4937,219.5485,2010-07-01,2012-09-30,2012-10-01,2013-09-30,110,1,0.001,50,1,64,0,1,1,0.95,none,scaled_back,24.87557888,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,49055.3413,0.9330,0.9659,163.7215,221.4844,2010-07-01,2012-09-30,2012-10-01,2013-09-30,110,1,0.001,50,1,64,0,1,1,0.95,none,scaled_back,24.73145795,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,48087.8393,0.9343,0.9666,157.0243,219.2894,2010-07-01,2012-09-30,2012-10-01,2013-09-30,110,1,0.001,50,1,64,0,1,1,0.95,none,scaled_back,24.98550701,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,43987.2888,0.9461,0.9727,160.7854,209.7315,2011-07-01,2013-09-30,2013-10-01,2014-09-30,130,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,26.35436988,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,41954.7560,0.9486,0.9740,155.4212,204.8286,2011-07-01,2013-09-30,2013-10-01,2014-09-30,130,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,26.67255497,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,45716.7441,0.9440,0.9716,165.7218,213.8147,2011-07-01,2013-09-30,2013-10-01,2014-09-30,130,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,42.50522399,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,41526.0860,0.9491,0.9742,155.6719,203.7795,2011-07-01,2013-09-30,2013-10-01,2014-09-30,130,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,35.16521096,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,46955.4556,0.9425,0.9708,168.0600,216.6921,2011-07-01,2013-09-30,2013-10-01,2014-09-30,130,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,33.971452,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,138737.8528,0.9614,0.9805,279.5228,372.4753,2012-07-01,2014-09-30,2014-10-01,2015-09-30,140,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,23.68748784,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,124413.4832,0.9654,0.9826,259.2811,352.7230,2012-07-01,2014-09-30,2014-10-01,2015-09-30,140,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,33.80095601,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,105499.5694,0.9707,0.9852,235.3817,324.8070,2012-07-01,2014-09-30,2014-10-01,2015-09-30,140,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,34.85537291,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,114902.0456,0.9681,0.9839,246.3502,338.9720,2012-07-01,2014-09-30,2014-10-01,2015-09-30,140,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,31.55809212,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,114834.1639,0.9681,0.9839,251.8616,338.8719,2012-07-01,2014-09-30,2014-10-01,2015-09-30,140,1,0.001,50,1,64,0,1,0.5,0.95,none,scaled_back,32.52729392,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,66418.9045,0.9638,0.9817,191.7322,257.7187,2013-07-01,2015-09-30,2015-10-01,2016-09-30,100,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,25.0634191,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,66291.8145,0.9638,0.9818,192.1837,257.4720,2013-07-01,2015-09-30,2015-10-01,2016-09-30,100,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,30.76276493,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,83521.4860,0.9544,0.9770,219.9030,289.0008,2013-07-01,2015-09-30,2015-10-01,2016-09-30,100,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,35.23898506,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,67163.2922,0.9634,0.9815,192.7721,259.1588,2013-07-01,2015-09-30,2015-10-01,2016-09-30,100,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,34.27899313,adam,,,,,,
basic_lstm_cell,hsi_close,hsi_close,66054.1115,0.9640,0.9818,191.3302,257.0099,2013-07-01,2015-09-30,2015-10-01,2016-09-30,100,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,25.12611604,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,18689.8138,0.9441,0.9716,93.4270,136.7107,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,19.56290483,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,18534.2415,0.9445,0.9719,95.6423,136.1405,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,25.88885808,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,18471.1094,0.9447,0.9720,93.6675,135.9085,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,20.17498899,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,20673.2831,0.9381,0.9686,102.0000,143.7821,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,19.93282485,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,18277.1131,0.9453,0.9723,91.8362,135.1929,2008-07-01,2010-09-30,2010-10-01,2011-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,20.80636001,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,9536.3020,0.9588,0.9792,76.6139,97.6540,2009-07-01,2011-09-30,2011-10-01,2012-09-30,80,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,21.4195509,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,10097.1112,0.9564,0.9779,80.3596,100.4844,2009-07-01,2011-09-30,2011-10-01,2012-09-30,80,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,22.35105395,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,9923.3674,0.9571,0.9783,79.2433,99.6161,2009-07-01,2011-09-30,2011-10-01,2012-09-30,80,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,22.38610506,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,10501.1672,0.9546,0.9770,82.0338,102.4752,2009-07-01,2011-09-30,2011-10-01,2012-09-30,80,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,22.07080603,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,9618.0041,0.9584,0.9790,77.8037,98.0714,2009-07-01,2011-09-30,2011-10-01,2012-09-30,80,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,23.43185401,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,146315.0380,0.9653,0.9825,294.3245,382.5115,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0,1,0.5,0.95,none,scaled_back,12.1940589,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,69727.4409,0.9835,0.9917,199.0483,264.0595,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0,1,0.5,0.95,none,scaled_back,12.37187409,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,54452.1875,0.9871,0.9935,174.4784,233.3499,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0,1,0.5,0.95,none,scaled_back,11.94572902,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,69333.3758,0.9836,0.9918,198.2469,263.3123,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0,1,0.5,0.95,none,scaled_back,12.69419599,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,129243.9773,0.9694,0.9846,273.9642,359.5052,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0,1,0.5,0.95,none,scaled_back,13.17443085,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,31407.0485,0.9193,0.9588,131.4659,177.2203,2011-07-01,2013-09-30,2013-10-01,2014-09-30,90,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,23.76619315,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,72892.3478,0.8128,0.9015,234.0539,269.9858,2011-07-01,2013-09-30,2013-10-01,2014-09-30,90,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,25.41598105,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,41646.3630,0.8930,0.9450,165.9565,204.0744,2011-07-01,2013-09-30,2013-10-01,2014-09-30,90,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,25.02670598,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,132553.7323,0.6596,0.8121,328.4283,364.0793,2011-07-01,2013-09-30,2013-10-01,2014-09-30,90,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,24.26326609,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,45837.0609,0.8823,0.9393,177.5819,214.0959,2011-07-01,2013-09-30,2013-10-01,2014-09-30,90,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,28.34242105,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,344173.8338,0.8658,0.9305,526.3183,586.6633,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,23.0244689,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,235389.2759,0.9082,0.9530,425.7056,485.1693,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,22.65567493,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,109830.7797,0.9572,0.9783,272.7030,331.4073,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,32.10806108,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,85102.7047,0.9668,0.9833,232.6468,291.7237,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,26.84472489,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,144466.6539,0.9437,0.9714,323.4600,380.0877,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,21.40911818,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,76640.1566,0.9486,0.9739,203.9261,276.8396,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,23.97609091,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,75046.6029,0.9496,0.9745,199.0095,273.9464,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,32.31565785,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,76242.0976,0.9488,0.9741,202.0765,276.1197,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,24.76833105,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,75407.5757,0.9494,0.9744,199.0440,274.6044,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,29.01070118,adam,,,,,,
basic_lstm_cell,n225_close,n225_close,75483.3182,0.9493,0.9743,201.6783,274.7423,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,128,0,1,1,0.95,none,scaled_back,31.1680398,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,248.3171,0.9426,0.9709,11.3080,15.7581,2008-07-01,2010-09-30,2010-10-01,2011-09-30,50,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,3585.129339,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,204.8443,0.9634,0.9815,10.7512,14.3124,2009-07-01,2011-09-30,2011-10-01,2012-09-30,90,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,5477.690925,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,151.0027,0.9855,0.9927,9.6102,12.2883,2010-07-01,2012-09-30,2012-10-01,2013-09-30,50,1,0.001,20,1,128,0.5,1,1,0.95,none,scaled_back,3468.393381,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,224.3959,0.9693,0.9845,11.9216,14.9799,2011-07-01,2013-09-30,2013-10-01,2014-09-30,160,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,6479.342124,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,455.3817,0.8913,0.9441,15.6102,21.3397,2012-07-01,2014-09-30,2014-10-01,2015-09-30,90,1,0.001,50,1,128,0.5,1,1,0.95,none,scaled_back,5458.859031,adam,,,,,,
basic_lstm_cell*,sp500_close,sp500_close,361.3944,0.9500,0.9747,14.2417,19.0104,2013-07-01,2015-09-30,2015-10-01,2016-09-30,90,1,0.001,20,1,128,0.5,1,1,0.95,none,scaled_back,5959.854909,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,90772.5402,0.9627,0.9812,229.6136,301.2848,2008-07-01,2010-09-30,2010-10-01,2011-09-30,80,1,0.001,20,1,64,0.5,1,0.5,0.95,none,scaled_back,4957.89767,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,77759.2383,0.9307,0.9647,206.5028,278.8534,2009-07-01,2011-09-30,2011-10-01,2012-09-30,100,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,6016.734045,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,49481.5347,0.9324,0.9656,162.2814,222.4445,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,2791.855004,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,40638.9281,0.9502,0.9748,154.7625,201.5910,2011-07-01,2013-09-30,2013-10-01,2014-09-30,60,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,4032.702779,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,96292.7526,0.9732,0.9865,222.9231,310.3107,2012-07-01,2014-09-30,2014-10-01,2015-09-30,60,1,0.001,20,1,128,0.5,1,1,0.95,none,scaled_back,4055.107258,adam,,,,,,
basic_lstm_cell*,hsi_close,hsi_close,65329.7045,0.9644,0.9820,195.4859,255.5968,2013-07-01,2015-09-30,2015-10-01,2016-09-30,140,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,7078.2795,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,19545.7849,0.9415,0.9703,95.6236,139.8062,2008-07-01,2010-09-30,2010-10-01,2011-09-30,50,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,3463.392656,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,9589.6937,0.9586,0.9791,77.9954,97.9270,2009-07-01,2011-09-30,2011-10-01,2012-09-30,70,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,4661.085509,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,52201.2779,0.9876,0.9938,167.7523,228.4760,2010-07-01,2012-09-30,2012-10-01,2013-09-30,40,1,0.001,20,1,128,0.5,1,0.5,0.95,none,scaled_back,2819.771648,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,41591.9824,0.8932,0.9451,158.0106,203.9411,2011-07-01,2013-09-30,2013-10-01,2014-09-30,50,1,0.001,20,1,128,0.5,1,1,0.95,none,scaled_back,3469.329618,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,80048.1209,0.9688,0.9843,213.8624,282.9278,2012-07-01,2014-09-30,2014-10-01,2015-09-30,80,1,0.001,50,1,128,0.5,1,0.5,0.95,none,scaled_back,5012.868122,adam,,,,,,
basic_lstm_cell*,n225_close,n225_close,76575.9099,0.9486,0.9740,201.1377,276.7235,2013-07-01,2015-09-30,2015-10-01,2016-09-30,120,1,0.001,50,1,64,0.5,1,0.5,0.95,none,scaled_back,6913.002177,adam,,,,,,
basic_rnn_cell,sp500_close,sp500_close,864.6008,0.8000,0.8944,26.6932,29.4041,2008-07-01,2010-09-30,2010-10-01,2011-09-30,20,1,0.001,20,1,64,0.5,1,0.5,0.95,none,scaled_back,4.217226028,adam,,,,,,
basic_rnn_cell,sp500_close,sp500_close,442.8905,0.8976,0.9474,18.0877,21.0450,2008-07-01,2010-09-30,2010-10-01,2011-09-30,20,1,0.001,20,1,64,0.5,1,0.5,0.95,none,scaled_back,4.655086041,adam,,,,,,
